8.787202182261438e-18,-1.4318819783572215e-14,8.023824555325286e-12,-1.7810984616102557e-09,2.285184343327905e-07,images/constant/image_20240915112800213730.png,constant
2.466732144733637e-18,-4.939054402172394e-15,3.328775677237851e-12,-8.572359762365692e-10,1.618702277241387e-07,images/constant/image_20240915112800397076.png,constant
3.7531423825121664e-18,-6.9011785952485355e-15,4.375719463463324e-12,-1.0994494458142636e-09,1.8599917811765482e-07,images/constant/image_20240915112800561701.png,constant
8.760796104611929e-18,-1.3814325706955722e-14,7.511365665609575e-12,-1.6332640319617066e-09,2.1090263418164173e-07,images/constant/image_20240915112800733994.png,constant
3.937953972950061e-18,-6.8523784558294366e-15,4.030102421057889e-12,-9.024813439321122e-10,1.624399077600037e-07,images/constant/image_20240915112800889651.png,constant
5.8680362418720336e-18,-9.221886518314335e-15,5.0762529197675006e-12,-1.176454489707753e-09,1.935572791878677e-07,images/constant/image_20240915112801044351.png,constant
2.60042496743633e-18,-4.665938574834986e-15,2.99919536884596e-12,-7.651699194656554e-10,1.5879746131416036e-07,images/constant/image_20240915112801211430.png,constant
3.894660859407059e-18,-5.464453633738171e-15,3.187065057668933e-12,-8.436512353154639e-10,1.7426513759667687e-07,images/constant/image_20240915112801360216.png,constant
-7.861931254143779e-19,5.772171678103625e-16,6.307101911358e-13,-5.561721940757537e-10,1.948420708713331e-07,images/constant/image_20240915112801523513.png,constant
3.8218628878971315e-18,-6.56915350643015e-15,3.9692540150748846e-12,-9.713616854812024e-10,1.7378498710332115e-07,images/constant/image_20240915112801677633.png,constant
5.14807894136432e-18,-7.546652183207057e-15,3.7571717249239834e-12,-7.683114348201356e-10,1.531930381077427e-07,images/constant/image_20240915112801842409.png,constant
2.254343715675253e-17,-3.54904119719132e-14,1.8403206545820005e-11,-3.4760083789426983e-09,2.963810804815652e-07,images/constant/image_20240915112801994210.png,constant
8.263453975721613e-18,-1.3482913180765956e-14,7.534385776812942e-12,-1.6674023669195255e-09,2.2012556907106945e-07,images/constant/image_20240915112802157141.png,constant
1.7864194181646006e-17,-2.8126955565830756e-14,1.514051286635615e-11,-3.177953374073038e-09,3.01694019909154e-07,images/constant/image_20240915112802309942.png,constant
5.073505182638017e-18,-7.478782872264947e-15,3.5390895181234102e-12,-6.231214206900045e-10,1.4674905125843276e-07,images/constant/image_20240915112802489288.png,constant
1.6966622042730314e-18,-2.827130340466849e-15,1.7763118323049774e-12,-4.912126451731659e-10,1.4721704168731827e-07,images/constant/image_20240915112802711349.png,constant
5.4724577083900395e-18,-9.27195141254526e-15,5.489832279794741e-12,-1.3208299383284918e-09,2.01114952913774e-07,images/constant/image_20240915112802874932.png,constant
5.901263456745565e-18,-9.43044120490664e-15,5.238554582115017e-12,-1.1784829617307354e-09,1.817541035763313e-07,images/constant/image_20240915112803022164.png,constant
4.411664224989616e-18,-7.231577418305884e-15,4.117526108099229e-12,-9.488049955062615e-10,1.6828964607997094e-07,images/constant/image_20240915112803191767.png,constant
7.238256825791181e-18,-1.1538373165784947e-14,6.373797306579073e-12,-1.3938873322255962e-09,1.8971747001926162e-07,images/constant/image_20240915112803338551.png,constant
5.6384854363366175e-18,-9.670438609156382e-15,5.7197285450651155e-12,-1.3122642181486868e-09,1.8618819043706802e-07,images/constant/image_20240915112803509022.png,constant
7.874947556493476e-18,-1.2428395824949656e-14,6.876387471182365e-12,-1.580167791485694e-09,2.6679883551342885e-07,images/constant/image_20240915112803711064.png,constant
7.234096227640645e-18,-1.1967083841909087e-14,6.846612249074009e-12,-1.555111209082022e-09,2.0974652533329423e-07,images/constant/image_20240915112803871536.png,constant
7.20851735831485e-18,-1.1495573629035075e-14,6.200127874599013e-12,-1.2942705448399777e-09,1.8224561550308483e-07,images/constant/image_20240915112804024654.png,constant
7.327669925044789e-18,-1.1441863415691957e-14,6.044644984745066e-12,-1.2300753709793405e-09,1.848595680926559e-07,images/constant/image_20240915112804189386.png,constant
4.071321238297391e-18,-7.371668741627864e-15,4.6205842662937275e-12,-1.1546973993012003e-09,1.8755004075655627e-07,images/constant/image_20240915112804343217.png,constant
2.642087947933978e-17,-3.5594512525276096e-14,1.591283846244744e-11,-2.6757210645303223e-09,2.3056074724495778e-07,images/constant/image_20240915112804506162.png,constant
1.3380622422591793e-18,-2.5142996513810473e-15,1.9018335138158596e-12,-5.930846966266352e-10,1.5392453054872172e-07,images/constant/image_20240915112804675165.png,constant
6.794762886495588e-18,-9.79071790132435e-15,4.705303955053019e-12,-8.982018496549729e-10,1.643060559597479e-07,images/constant/image_20240915112804838313.png,constant
